id,slot_no,status,vehicle,lot_id,road_name,lot_type,geom
269,269,,,KNH134,KNH,,0106000020E61000000100000001030000000100000005000000A815551553674240003C73A46DDBF4BF38F0775052674240FFA0D0876EDBF4BF30EF4E045267424001A00CA930DBF4BFB8D527B152674240FE03B9DF2FDBF4BFA815551553674240003C73A46DDBF4BF
270,270,,,KNH135,KNH,,0106000020E6100000010000000103000000010000000500000060AEDCDD536742400153CABC6CDBF4BFA815551553674240003C73A46DDBF4BFB8D527B152674240FE03B9DF2FDBF4BF802EDA8353674240FEB11AEA2EDBF4BF60AEDCDD536742400153CABC6CDBF4BF
271,271,,,KNH136,KNH,,0106000020E6100000010000000103000000010000000500000078DB97365367424001EB259089D9F4BFC8A8701354674240026B37107ED9F4BF38123F9E54674240FE2A38B4AFD9F4BF7801C7BC53674240FEEDE68DB9D9F4BF78DB97365367424001EB259089D9F4BF
272,272,,,KNH137,KNH,,0106000020E61000000100000001030000000100000005000000802B0C1053674240FF26ED4A21D9F4BF6851B335526742400187A3B02DD9F4BF083FEC7D51674240FF4891F6EBD8F4BFD04F645F5267424001CD9D1CE2D8F4BF802B0C1053674240FF26ED4A21D9F4BF
273,273,,,KNH138,KNH,,0106000020E610000001000000010300000001000000050000001065A4885367424002AC366C4CD9F4BFB08F66B05267424001E9649259D9F4BF6851B335526742400187A3B02DD9F4BF802B0C1053674240FF26ED4A21D9F4BF1065A4885367424002AC366C4CD9F4BF
274,274,,,KNH139,KNH,,0106000020E61000000100000001030000000100000005000000C8A8701354674240026B37107ED9F4BF78DB97365367424001EB259089D9F4BFB08F66B05267424001E9649259D9F4BF1065A4885367424002AC366C4CD9F4BFC8A8701354674240026B37107ED9F4BF
275,275,,,KNH140,KNH,,0106000020E61000000100000001030000000100000005000000F0A6E065506742400111ED23EAD7F4BF488AB7F14E674240FF97D211F8D7F4BF083CE5A84E674240FE181BBAD9D7F4BFE072E23650674240FFC8E168CED7F4BFF0A6E065506742400111ED23EAD7F4BF
276,276,,,KNH141,KNH,,0106000020E61000000100000001030000000100000005000000C0F9F52C5067424000287A52B9D8F4BF888A1CB551674240FF433AF7AFD8F4BF909009E451674240013512A8CBD8F4BFB875D94A50674240FE6182E7CCD8F4BFC0F9F52C5067424000287A52B9D8F4BF
277,277,,,KNH142,KNH,,0106000020E6100000010000000103000000010000000500000070E8AE0B50674240FFA25C84A3D8F4BFF07C1E945167424002BE2F7F9CD8F4BF888A1CB551674240FF433AF7AFD8F4BFC0F9F52C5067424000287A52B9D8F4BF70E8AE0B50674240FFA25C84A3D8F4BF
278,278,,,KNH143,KNH,,0106000020E61000000100000001030000000100000005000000A0D46FDD4F67424001A3A63785D8F4BFE8F2135F5167424000ECD9317DD8F4BFF07C1E945167424002BE2F7F9CD8F4BF70E8AE0B50674240FFA25C84A3D8F4BFA0D46FDD4F67424001A3A63785D8F4BF
279,279,,,KNH144,KNH,,0106000020E61000000100000001030000000100000005000000884897B54F6742400244F31C6BD8F4BFE890593251674240018986CC62D8F4BFE8F2135F5167424000ECD9317DD8F4BFA0D46FDD4F67424001A3A63785D8F4BF884897B54F6742400244F31C6BD8F4BF
280,280,,,KNH145,KNH,,0106000020E610000001000000010300000001000000050000004025618B4F674240008180754FD8F4BF68ACA70A51674240FE947B604BD8F4BFE890593251674240018986CC62D8F4BF884897B54F6742400244F31C6BD8F4BF4025618B4F674240008180754FD8F4BF
281,281,,,KNH146,KNH,,0106000020E61000000100000001030000000100000005000000400479694F674240FE829F3D39D8F4BFE8E21BE95067424000DC6B9437D8F4BF68ACA70A51674240FE947B604BD8F4BF4025618B4F674240008180754FD8F4BF400479694F674240FE829F3D39D8F4BF
282,282,,,KNH147,KNH,,0106000020E61000000100000001030000000100000005000000501274494F6742400139C44224D8F4BF48FFE6C05067424000FBCCDA1FD8F4BFE8E21BE95067424000DC6B9437D8F4BF400479694F674240FE829F3D39D8F4BF501274494F6742400139C44224D8F4BF
283,283,,,KNH148,KNH,,0106000020E61000000100000001030000000100000005000000A0FA6C294F674240FEEDE8470FD8F4BF08DBDE9450674240FF58F8DE05D8F4BF48FFE6C05067424000FBCCDA1FD8F4BF501274494F6742400139C44224D8F4BFA0FA6C294F674240FEEDE8470FD8F4BF
284,284,,,KNH149,KNH,,0106000020E61000000100000001030000000100000005000000488AB7F14E674240FF97D211F8D7F4BFF0A6E065506742400111ED23EAD7F4BF08DBDE9450674240FF58F8DE05D8F4BFA0FA6C294F674240FEEDE8470FD8F4BF488AB7F14E674240FF97D211F8D7F4BF
285,285,,,KNH150,KNH,,0106000020E6100000010000000103000000010000000500000008B7B18351674240FFE96A8D69D7F4BFD0F1E533506742400180877E7AD7F4BF887FE1FA4F674240018FACB75ED7F4BF00AF20515167424002E4378C4FD7F4BF08B7B18351674240FFE96A8D69D7F4BF
286,286,,,KNH151,KNH,,0106000020E610000001000000010300000001000000050000009035B19A50674240018D26B9F1D6F4BFB00CB1344F6742400025232AFED6F4BF5026AFE74E67424002FCC8A5D8D6F4BF4061F35850674240002F41EACFD6F4BF9035B19A50674240018D26B9F1D6F4BF
287,287,,,KNH152,KNH,,0106000020E61000000100000001030000000100000005000000A81BDECF50674240FFC8AD110DD7F4BFD0D8B4784F674240019CB24C1FD7F4BFB00CB1344F6742400025232AFED6F4BF9035B19A50674240018D26B9F1D6F4BFA81BDECF50674240FFC8AD110DD7F4BF
288,288,,,KNH153,KNH,,0106000020E61000000100000001030000000100000005000000C013252151674240FF0097DE36D7F4BFA009BFD44F67424001DF88234CD7F4BFD0D8B4784F674240019CB24C1FD7F4BFA81BDECF50674240FFC8AD110DD7F4BFC013252151674240FF0097DE36D7F4BF
289,289,,,KNH154,KNH,,0106000020E6100000010000000103000000010000000500000000AF20515167424002E4378C4FD7F4BF887FE1FA4F674240018FACB75ED7F4BFA009BFD44F67424001DF88234CD7F4BFC013252151674240FF0097DE36D7F4BF00AF20515167424002E4378C4FD7F4BF
290,290,,,KNH155,KNH,,0106000020E61000000100000001030000000100000005000000D0F1E533506742400180877E7AD7F4BF08B7B18351674240FFE96A8D69D7F4BF18BF42B651674240FFA7E28E83D7F4BF1064EA6C506742400170624596D7F4BFD0F1E533506742400180877E7AD7F4BF
291,291,,,KNH156,KNH,,0106000020E61000000100000001030000000100000005000000884AED295F67424001596EAD52D9F4BF105B6ABF60674240029678A04BD9F4BF88EA8CE060674240015DD4B965D9F4BFB0CF5C475F674240015A50B76AD9F4BF884AED295F67424001596EAD52D9F4BF
292,292,,,KNH157,KNH,,0106000020E61000000100000001030000000100000005000000807016AD5E674240FF64FFFFA9D7F4BF901318185D6742400108184EB3D7F4BFA8D68CF05C674240FE58AAA595D7F4BF80F1BC895E67424002B992298ED7F4BF807016AD5E674240FF64FFFFA9D7F4BF
293,293,,,KNH158,KNH,,0106000020E6100000010000000103000000010000000500000030AEC9D15E674240000D27E7C6D7F4BF503BBF3F5D674240FF63EC0AD1D7F4BF901318185D6742400108184EB3D7F4BF807016AD5E674240FF64FFFFA9D7F4BF30AEC9D15E674240000D27E7C6D7F4BF
294,294,,,KNH159,KNH,,0106000020E61000000100000001030000000100000005000000C88E88F45E67424001CCF943E2D7F4BFA84252645D6742400257BB79ECD7F4BF503BBF3F5D674240FF63EC0AD1D7F4BF30AEC9D15E674240000D27E7C6D7F4BFC88E88F45E67424001CCF943E2D7F4BF
295,295,,,KNH160,KNH,,0106000020E610000001000000010300000001000000050000004866101A5F674240FFCE4AD1FFD7F4BF004AE5885D674240FE9145E807D8F4BFA84252645D6742400257BB79ECD7F4BFC88E88F45E67424001CCF943E2D7F4BF4866101A5F674240FFCE4AD1FFD7F4BF
296,296,,,KNH161,KNH,,0106000020E6100000010000000103000000010000000500000038A88A375F674240FF94EA0717D8F4BFF89A2DAC5D67424000913D5E22D8F4BF004AE5885D674240FE9145E807D8F4BF4866101A5F674240FFCE4AD1FFD7F4BF38A88A375F674240FF94EA0717D8F4BF
297,297,,,KNH162,KNH,,0106000020E610000001000000010300000001000000050000006824185A5F6742400201D13D32D8F4BF901E4DCF5D674240011A12B53CD8F4BFF89A2DAC5D67424000913D5E22D8F4BF38A88A375F674240FF94EA0717D8F4BF6824185A5F6742400201D13D32D8F4BF
298,298,,,KNH163,KNH,,0106000020E61000000100000001030000000100000005000000E89B8A7A5F674240025FDBCB4BD8F4BFE0F8A0F55D674240FE8E3A7459D8F4BF901E4DCF5D674240011A12B53CD8F4BF6824185A5F6742400201D13D32D8F4BFE89B8A7A5F674240025FDBCB4BD8F4BF
299,299,,,KNH164,KNH,,0106000020E610000001000000010300000001000000050000004004DA925F67424002B3E0EF5ED8F4BF18E68A135E674240007BACE36FD8F4BFE0F8A0F55D674240FE8E3A7459D8F4BFE89B8A7A5F674240025FDBCB4BD8F4BF4004DA925F67424002B3E0EF5ED8F4BF
300,300,,,KNH165,KNH,,0106000020E6100000010000000103000000010000000600000038624CB85F67424000FC9F6D7CD8F4BF10B3B5305E67424001CB2E2787D8F4BF30D3F41B5E67424001BBA73376D8F4BF18E68A135E674240007BACE36FD8F4BF4004DA925F67424002B3E0EF5ED8F4BF38624CB85F67424000FC9F6D7CD8F4BF
301,301,,,KNH166,KNH,,0106000020E6100000010000000103000000010000000500000070413AD25F674240FF1223D990D8F4BF909AB24A5E674240FEB895609CD8F4BF10B3B5305E67424001CB2E2787D8F4BF38624CB85F67424000FC9F6D7CD8F4BF70413AD25F674240FF1223D990D8F4BF
302,302,,,KNH167,KNH,,0106000020E610000001000000010300000001000000050000006847FCED5F674240FF48F1B4A6D8F4BFF03B99615E674240FEDDDC13AFD8F4BF909AB24A5E674240FEB895609CD8F4BF70413AD25F674240FF1223D990D8F4BF6847FCED5F674240FF48F1B4A6D8F4BF
304,304,,,KNH169,KNH,,0106000020E61000000100000001030000000100000005000000E8B7062860674240021E3D69D4D8F4BF60C2AF985E674240FFBC5A11DCD8F4BFD0B8F97E5E674240FFEF3312C7D8F4BFF8BA7B0960674240FF32675CBCD8F4BFE8B7062860674240021E3D69D4D8F4BF
305,305,,,KNH170,KNH,,0106000020E61000000100000001030000000100000005000000988A1E4960674240FFD52078EED8F4BF00D0ADB95E67424002225703F7D8F4BF60C2AF985E674240FFBC5A11DCD8F4BFE8B7062860674240021E3D69D4D8F4BF988A1E4960674240FFD52078EED8F4BF
306,306,,,KNH171,KNH,,0106000020E61000000100000001030000000100000005000000A0C0956860674240FE3A104007D9F4BF880B68D85E674240FE5DCE1B10D9F4BF00D0ADB95E67424002225703F7D8F4BF988A1E4960674240FFD52078EED8F4BFA0C0956860674240FE3A104007D9F4BF
307,307,,,KNH172,KNH,,0106000020E610000001000000010300000001000000050000006826C38460674240FFCBB1701DD9F4BF30C287F15E674240FF357A9F24D9F4BF880B68D85E674240FE5DCE1B10D9F4BFA0C0956860674240FE3A104007D9F4BF6826C38460674240FFCBB1701DD9F4BF
308,308,,,KNH173,KNH,,0106000020E61000000100000001030000000100000005000000D8A5459E60674240FFCF1C8731D9F4BF60C57D0C5F67424002588CA33AD9F4BF30C287F15E674240FF357A9F24D9F4BF6826C38460674240FFCBB1701DD9F4BFD8A5459E60674240FFCF1C8731D9F4BF
309,309,,,KNH174,KNH,,0106000020E61000000100000001030000000100000005000000105B6ABF60674240029678A04BD9F4BF884AED295F67424001596EAD52D9F4BF60C57D0C5F67424002588CA33AD9F4BFD8A5459E60674240FFCF1C8731D9F4BF105B6ABF60674240029678A04BD9F4BF
310,310,,,KNH175,KNH,,0106000020E61000000100000001030000000100000005000000F0AF73AD5F67424000AB040C44D7F4BFD809FC3C6167424002D0BAFC3DD7F4BF00F9345C61674240FF7248C55AD7F4BF905F00CD5F674240FFA90CC260D7F4BFF0AF73AD5F67424000AB040C44D7F4BF
311,311,,,KNH176,KNH,,0106000020E61000000100000001030000000100000005000000B0D575AD5F67424000AB040C44D7F4BF88692A215E67424001DE3D084DD7F4BFB0328B045E6742400123665133D7F4BF1826E98D5F674240FEF4B75527D7F4BFB0D575AD5F67424000AB040C44D7F4BF
312,312,,,KNH177,KNH,,0106000020E61000000100000001030000000100000005000000B839F9ED5E67424000E1E5C395D6F4BF38A213605D67424002A2478E9FD6F4BF90B74B3E5D67424000F1E03381D6F4BFC07682CD5E674240FEE6753878D6F4BFB839F9ED5E67424000E1E5C395D6F4BF
313,313,,,KNH178,KNH,,0106000020E61000000100000001030000000100000005000000B00552095F674240008A49A8AED6F4BF783402825D674240016C0A0BBED6F4BF38A213605D67424002A2478E9FD6F4BFB839F9ED5E67424000E1E5C395D6F4BFB00552095F674240008A49A8AED6F4BF
314,314,,,KNH179,KNH,,0106000020E61000000100000001030000000100000005000000808C66235F6742400136EF65C6D6F4BF48AD1A985D67424002FE98E5D1D6F4BF783402825D674240016C0A0BBED6F4BFB00552095F674240008A49A8AED6F4BF808C66235F6742400136EF65C6D6F4BF
315,315,,,KNH180,KNH,,0106000020E610000001000000010300000001000000050000000073913B5F67424002149063DCD6F4BF30FA1AB45D67424002AEE60DEBD6F4BF48AD1A985D67424002FE98E5D1D6F4BF808C66235F6742400136EF65C6D6F4BF0073913B5F67424002149063DCD6F4BF
316,316,,,KNH181,KNH,,0106000020E61000000100000001030000000100000005000000A07FBD5A5F674240008515C2F8D6F4BF3037D0CA5D67424000610B74FFD6F4BF30FA1AB45D67424002AEE60DEBD6F4BF0073913B5F67424002149063DCD6F4BFA07FBD5A5F674240008515C2F8D6F4BF
317,317,,,KNH182,KNH,,0106000020E61000000100000001030000000100000005000000485C89785F674240FE10E6E013D7F4BFD8C254E95D674240FF6005DE1AD7F4BF3037D0CA5D67424000610B74FFD6F4BFA07FBD5A5F674240008515C2F8D6F4BF485C89785F674240FE10E6E013D7F4BF
318,318,,,KNH183,KNH,,0106000020E610000001000000010300000001000000050000001826E98D5F674240FEF4B75527D7F4BFB0328B045E6742400123665133D7F4BFD8C254E95D674240FF6005DE1AD7F4BF485C89785F674240FE10E6E013D7F4BF1826E98D5F674240FEF4B75527D7F4BF
319,319,,,KNH184,KNH,,0106000020E6100000010000000103000000010000000500000088692A215E67424001DE3D084DD7F4BFB0D575AD5F67424000AB040C44D7F4BF905F00CD5F674240FFA90CC260D7F4BF60A0C93D5E674240019815BF66D7F4BF88692A215E67424001DE3D084DD7F4BF
320,320,,,KNH185,KNH,,0106000020E61000000100000001030000000100000005000000E0BEC67C606742400299A0CA8CD6F4BFB839F9ED5E67424000E1E5C395D6F4BFC07682CD5E674240FEE6753878D6F4BF2810B75C6067424001DE0A3D6FD6F4BFE0BEC67C606742400299A0CA8CD6F4BF
321,321,,,KNH186,KNH,,0106000020E6100000010000000103000000010000000500000078BC24966067424000CFCF2DA4D6F4BFB00552095F674240008A49A8AED6F4BFB839F9ED5E67424000E1E5C395D6F4BFE0BEC67C606742400299A0CA8CD6F4BF78BC24966067424000CFCF2DA4D6F4BF
322,322,,,KNH187,KNH,,0106000020E61000000100000001030000000100000005000000D80CC4AD60674240012E69F4B9D6F4BF808C66235F6742400136EF65C6D6F4BFB00552095F674240008A49A8AED6F4BF78BC24966067424000CFCF2DA4D6F4BFD80CC4AD60674240012E69F4B9D6F4BF
323,323,,,KNH188,KNH,,0106000020E6100000010000000103000000010000000500000038AEAAC460674240FF1F1711CFD6F4BF404D8F3B5F67424002149063DCD6F4BF808C66235F6742400136EF65C6D6F4BFD80CC4AD60674240012E69F4B9D6F4BF38AEAAC460674240FF1F1711CFD6F4BF
324,324,,,KNH189,KNH,,0106000020E6100000010000000103000000010000000500000008FF9DE56067424001CE3372EDD6F4BFA07FBD5A5F674240008515C2F8D6F4BF404D8F3B5F67424002149063DCD6F4BF38AEAAC460674240FF1F1711CFD6F4BF08FF9DE56067424001CE3372EDD6F4BF
325,325,,,KNH190,KNH,,0106000020E61000000100000001030000000100000005000000C82990FF6067424001CA7B5D05D7F4BF20246F795F674240004247B214D7F4BFA07FBD5A5F674240008515C2F8D6F4BF08FF9DE56067424001CE3372EDD6F4BFC82990FF6067424001CA7B5D05D7F4BF
326,326,,,KNH191,KNH,,0106000020E61000000100000001030000000100000005000000B81AC31D61674240002D2D3421D7F4BFB88010965F6742400122F9C12ED7F4BF20246F795F674240004247B214D7F4BFC82990FF6067424001CA7B5D05D7F4BFB81AC31D61674240002D2D3421D7F4BF
327,327,,,KNH192,KNH,,0106000020E61000000100000001030000000100000005000000D809FC3C6167424002D0BAFC3DD7F4BFF0AF73AD5F67424000AB040C44D7F4BFB88010965F6742400122F9C12ED7F4BFB81AC31D61674240002D2D3421D7F4BFD809FC3C6167424002D0BAFC3DD7F4BF
328,328,,,KNH193,KNH,,0106000020E610000001000000010300000001000000050000007008F1F5736742400035B0A6C9D4F4BF308AC0F3736742400127C95EE2D4F4BF88248A68726742400127C95EE2D4F4BF309EF46A7267424001B54B20C7D4F4BF7008F1F5736742400035B0A6C9D4F4BF
330,330,,,KNH195,KNH,,0106000020E6100000010000000103000000010000000500000080313E137467424001751BD47ED3F4BF785B7E8772674240006D05D384D3F4BFD835D1897267424000A459946AD3F4BF98F7291574674240017F771B69D3F4BF80313E137467424001751BD47ED3F4BF
331,331,,,KNH196,KNH,,0106000020E61000000100000001030000000100000005000000A89697107467424000407FBD9CD3F4BFA0C0D78472674240017CDAC2A2D3F4BF785B7E8772674240006D05D384D3F4BF80313E137467424001751BD47ED3F4BFA89697107467424000407FBD9CD3F4BF
332,332,,,KNH197,KNH,,0106000020E610000001000000010300000001000000050000007046780E74674240FF1E27B9B4D3F4BF38C4CB827267424001185FE9B9D3F4BFA0C0D78472674240017CDAC2A2D3F4BFA89697107467424000407FBD9CD3F4BF7046780E74674240FF1E27B9B4D3F4BF
333,333,,,KNH198,KNH,,0106000020E61000000100000001030000000100000005000000186C250C7467424001AC42F3CED3F4BF7885478072674240FF75255AD6D3F4BF38C4CB827267424001185FE9B9D3F4BF7046780E74674240FF1E27B9B4D3F4BF186C250C7467424001AC42F3CED3F4BF
334,334,,,KNH199,KNH,,0106000020E610000001000000010300000001000000050000009013F70974674240002B859BE7D3F4BF68BF5B7E72674240FF74AA14ECD3F4BF7885478072674240FF75255AD6D3F4BF186C250C7467424001AC42F3CED3F4BF9013F70974674240002B859BE7D3F4BF
335,335,,,KNH200,KNH,,0106000020E610000001000000010300000001000000050000004067B50774674240017D611801D4F4BFD8381C7C7267424001B2777E05D4F4BF68BF5B7E72674240FF74AA14ECD3F4BF9013F70974674240002B859BE7D3F4BF4067B50774674240017D611801D4F4BF
336,336,,,KNH201,KNH,,0106000020E61000000100000001030000000100000005000000B8D41D0574674240FE1CFE4E1ED4F4BF20D7617A72674240FFCD8FFE18D4F4BFD8381C7C7267424001B2777E05D4F4BF4067B50774674240017D611801D4F4BFB8D41D0574674240FE1CFE4E1ED4F4BF
337,337,,,KNH202,KNH,,0106000020E6100000010000000103000000010000000500000088B20F0374674240FE7F3F8035D4F4BF586ACC7772674240011FDA2C36D4F4BF20D7617A72674240FFCD8FFE18D4F4BFB8D41D0574674240FE1CFE4E1ED4F4BF88B20F0374674240FE7F3F8035D4F4BF
338,338,,,KNH203,KNH,,0106000020E6100000010000000103000000010000000500000068BE12017467424002A741F44BD4F4BF28B1B5757267424002FF28C14DD4F4BF586ACC7772674240011FDA2C36D4F4BF88B20F0374674240FE7F3F8035D4F4BF68BE12017467424002A741F44BD4F4BF
339,339,,,KNH204,KNH,,0106000020E6100000010000000103000000010000000500000078DFF9FE7367424001EAF1A363D4F4BFD8A7D47372674240FF5338F962D4F4BF28B1B5757267424002FF28C14DD4F4BF68BE12017467424002A741F44BD4F4BF78DFF9FE7367424001EAF1A363D4F4BF
340,340,,,KNH205,KNH,,0106000020E61000000100000001030000000100000005000000A87EBCFC73674240023EC8F47CD4F4BF50B89D7172674240019840EE7BD4F4BFD8A7D47372674240FF5338F962D4F4BF78DFF9FE7367424001EAF1A363D4F4BFA87EBCFC73674240023EC8F47CD4F4BF
341,341,,,KNH206,KNH,,0106000020E61000000100000001030000000100000005000000083363FA7367424000CF837997D4F4BFE8AF396F72674240013483EB96D4F4BF50B89D7172674240019840EE7BD4F4BFA87EBCFC73674240023EC8F47CD4F4BF083363FA7367424000CF837997D4F4BF
342,342,,,KNH207,KNH,,0106000020E61000000100000001030000000100000005000000B88621F873674240FF4297EEB0D4F4BFE0175F6D726742400143CEE1ABD4F4BFE8AF396F72674240013483EB96D4F4BF083363FA7367424000CF837997D4F4BFB88621F873674240FF4297EEB0D4F4BF
344,344,,,KNH209,KNH,,0106000020E610000001000000010300000001000000050000001026EFFD7C67424001B20FC157D5F4BF285848057D6742400021E49638D5F4BFE86818557E674240010F1C6738D5F4BF700636567E674240FE07F08F57D5F4BF1026EFFD7C67424001B20FC157D5F4BF
345,345,,,KNH210,KNH,,0106000020E61000000100000001030000000100000005000000885A1C007767424000825F9C58D5F4BF08A2A59A75674240003560CF58D5F4BF402A8A9975674240FF3C8CA639D5F4BF487EA50F776742400210217139D5F4BF885A1C007767424000825F9C58D5F4BF
346,346,,,KNH211,KNH,,0106000020E6100000010000000103000000010000000500000040575A6778674240FE151A6958D5F4BF885A1C007767424000825F9C58D5F4BF487EA50F776742400210217139D5F4BFD0C4176778674240FF65014039D5F4BF40575A6778674240FE151A6958D5F4BF
347,347,,,KNH212,KNH,,0106000020E6100000010000000103000000010000000500000010B25FF67967424000D7EC2F58D5F4BF40575A6778674240FE151A6958D5F4BFD0C4176778674240FF65014039D5F4BF88703A067A6742400165AE0439D5F4BF10B25FF67967424000D7EC2F58D5F4BF
348,348,,,KNH213,KNH,,0106000020E61000000100000001030000000100000005000000B845A8A57B674240FF5B2FF257D5F4BF10B25FF67967424000D7EC2F58D5F4BF88703A067A6742400165AE0439D5F4BF684778B57B67424001EAF0C638D5F4BFB845A8A57B674240FF5B2FF257D5F4BF
349,349,,,KNH214,KNH,,0106000020E610000001000000010300000001000000050000001026EFFD7C67424001B20FC157D5F4BFB845A8A57B674240FF5B2FF257D5F4BF684778B57B67424001EAF0C638D5F4BF285848057D6742400021E49638D5F4BF1026EFFD7C67424001B20FC157D5F4BF
350,350,,,KNH215,KNH,,0106000020E61000000100000001030000000100000005000000D8B165F4816742400092FE5951D5F4BFE8F261EE8167424000B31B9468D5F4BFD04543338067424002C5129762D5F4BF0852453880674240006CC68F4FD5F4BFD8B165F4816742400092FE5951D5F4BF
351,351,,,KNH216,KNH,,0106000020E61000000100000001030000000100000005000000E00A6A5D8267424000089EB7BBD3F4BF90B15EA2806742400018C264BCD3F4BF90E506AB80674240FF82987E9BD3F4BFB092256682674240021945FF99D3F4BFE00A6A5D8267424000089EB7BBD3F4BF
352,352,,,KNH217,KNH,,0106000020E61000000100000001030000000100000005000000C04E32588267424000BEB9DBCFD3F4BFF0EE119C80674240011DEB51D4D3F4BF90B15EA2806742400018C264BCD3F4BFE00A6A5D8267424000089EB7BBD3F4BFC04E32588267424000BEB9DBCFD3F4BF
353,353,,,KNH218,KNH,,0106000020E610000001000000010300000001000000050000002874355182674240021241D9EAD3F4BFD884F3978067424000BEDAF8E3D3F4BFF0EE119C80674240011DEB51D4D3F4BFC04E32588267424000BEB9DBCFD3F4BF2874355182674240021241D9EAD3F4BF
354,354,,,KNH219,KNH,,0106000020E61000000100000001030000000100000005000000D080604C82674240FFA27A84FDD3F4BFA860419280674240FFFC369BF9D3F4BFD884F3978067424000BEDAF8E3D3F4BF2874355182674240021241D9EAD3F4BFD080604C82674240FFA27A84FDD3F4BF
355,355,,,KNH220,KNH,,0106000020E61000000100000001030000000100000005000000D0B7534782674240018DE30111D4F4BF403E898B80674240FF9C652013D4F4BFA860419280674240FFFC369BF9D3F4BFD080604C82674240FFA27A84FDD3F4BFD0B7534782674240018DE30111D4F4BF
356,356,,,KNH221,KNH,,0106000020E6100000010000000103000000010000000500000058D1534282674240FEE8CF5324D4F4BFA8C1FD85806742400122D43528D4F4BF403E898B80674240FF9C652013D4F4BFD0B7534782674240018DE30111D4F4BF58D1534282674240FEE8CF5324D4F4BF
357,357,,,KNH222,KNH,,0106000020E6100000010000000103000000010000000500000048F1133C826742400294CE783CD4F4BFD05E1C808067424000D068913ED4F4BFA8C1FD85806742400122D43528D4F4BF58D1534282674240FEE8CF5324D4F4BF48F1133C826742400294CE783CD4F4BF
358,358,,,KNH223,KNH,,0106000020E610000001000000010300000001000000050000002835DC3682674240024AEA9C50D4F4BF5826037A8067424001D92CBF55D4F4BFD05E1C808067424000D068913ED4F4BF48F1133C826742400294CE783CD4F4BF2835DC3682674240024AEA9C50D4F4BF
359,359,,,KNH224,KNH,,0106000020E61000000100000001030000000100000005000000605DAB30826742400107588A68D4F4BF60DC4E748067424001E8266E6BD4F4BF5826037A8067424001D92CBF55D4F4BF2835DC3682674240024AEA9C50D4F4BF605DAB30826742400107588A68D4F4BF
360,360,,,KNH225,KNH,,0106000020E61000000100000001030000000100000005000000F0F5032B826742400118A25E7ED4F4BF5842D06E806742400272D95080D4F4BF60DC4E748067424001E8266E6BD4F4BF605DAB30826742400107588A68D4F4BFF0F5032B826742400118A25E7ED4F4BF
361,361,,,KNH226,KNH,,0106000020E61000000100000001030000000100000005000000E84203238267424001EB9E449DD4F4BFE82A9E6680674240029FA6759FD4F4BF5842D06E806742400272D95080D4F4BFF0F5032B826742400118A25E7ED4F4BFE84203238267424001EB9E449DD4F4BF
362,362,,,KNH227,KNH,,0106000020E61000000100000001030000000100000005000000A8FC971D8267424000FD3334B2D4F4BFA829226080674240015DC31BB8D4F4BFE82A9E6680674240029FA6759FD4F4BFE84203238267424001EB9E449DD4F4BFA8FC971D8267424000FD3334B2D4F4BF
363,363,,,KNH228,KNH,,0106000020E6100000010000000103000000010000000500000018FF641782674240FF46CE27CAD4F4BF58C1FD5A806742400118CAA5CBD4F4BFA829226080674240015DC31BB8D4F4BFA8FC971D8267424000FD3334B2D4F4BF18FF641782674240FF46CE27CAD4F4BF
364,364,,,KNH229,KNH,,0106000020E6100000010000000103000000010000000500000090A492118267424002B0F7A8E0D4F4BF10E3B75380674240FE7FBF49E7D4F4BF58C1FD5A806742400118CAA5CBD4F4BF18FF641782674240FF46CE27CAD4F4BF90A492118267424002B0F7A8E0D4F4BF
365,365,,,KNH230,KNH,,0106000020E6100000010000000103000000010000000500000000A75F0B826742400092E99DF8D4F4BFB8E38A4E80674240FFEA79F7FAD4F4BF10E3B75380674240FE7FBF49E7D4F4BF90A492118267424002B0F7A8E0D4F4BF00A75F0B826742400092E99DF8D4F4BF
366,366,,,KNH231,KNH,,0106000020E6100000010000000103000000010000000500000060F06A0582674240005ECDA10FD5F4BFA00FA3488067424000F7D86511D5F4BFB8E38A4E80674240FFEA79F7FAD4F4BF00A75F0B826742400092E99DF8D4F4BF60F06A0582674240005ECDA10FD5F4BF
367,367,,,KNH232,KNH,,0106000020E6100000010000000103000000010000000500000040E219FF81674240004F900828D5F4BF08F0B64280674240FF750EE427D5F4BFA00FA3488067424000F7D86511D5F4BF60F06A0582674240005ECDA10FD5F4BF40E219FF81674240004F900828D5F4BF
368,368,,,KNH233,KNH,,0106000020E61000000100000001030000000100000005000000C07069FA816742400071E11F3AD5F4BF405E473D8067424000CCBE883CD5F4BF08F0B64280674240FF750EE427D5F4BF40E219FF81674240004F900828D5F4BFC07069FA816742400071E11F3AD5F4BF
369,369,,,KNH234,KNH,,0106000020E61000000100000001030000000100000005000000D8B165F4816742400092FE5951D5F4BF0852453880674240006CC68F4FD5F4BF405E473D8067424000CCBE883CD5F4BFC07069FA816742400071E11F3AD5F4BFD8B165F4816742400092FE5951D5F4BF
370,370,,,KNH235,KNH,,0106000020E61000000100000001030000000100000005000000A0B3F91078674240FE8EC9FB9BD4F4BF50AEAC7E766742400201AB419DD4F4BFE0E4768376674240FEA1C7318AD4F4BF1856DC187867424001E9D9A489D4F4BFA0B3F91078674240FE8EC9FB9BD4F4BF
